Ticket ID,Created Date,Solved Date,Ticket Status,Customer Org Name,Customer User Name,Org Region,Org ARR Bucket,Issue Priority,Issue Severity,Assigned Agent,Assigned Agent Region,Product Area,Resolution Time (days),CSAT Score,CSAT Comment,CSAT Response Date
1433,2025-08-24 07:30,2025-08-26 02:27,Solved,Acme Corp,User 12,APAC,Tier 1,Low,Sev 3,Agent Khan,New York,Integrations,1.79,,,
1434,2025-08-24 09:26,2025-08-28 08:28,Solved,Vertex Labs,User 475,North America,Tier 3,High,Sev 4,Agent Lee,Berlin,Compliance,3.96,,,
1435,2025-08-24 09:28,2025-08-27 13:32,Solved,Nimbus Systems,User 479,APAC,Tier 2,Low,Sev 3,Agent Patel,Sydney,Compliance,3.17,5.0,"Agent Davis was very helpful, thanks.",2025-09-10
1436,2025-08-24 15:42,2025-08-26 21:27,Solved,IronGate,User 881,EMEA,Tier 3,Low,Sev 1,Agent Khan,Sydney,AI Automation,2.24,,,
1437,2025-08-24 18:01,2025-08-28 23:46,Solved,Northwind,User 55,EMEA,Tier 2,Medium,Sev 2,Agent Smith,London,Billing,4.24,3.0,,2025-09-09
1438,2025-08-24 18:31,2025-08-29 12:45,Solved,BluePeak,User 103,EMEA,Tier 0,High,Sev 2,Agent Khan,Berlin,Billing,4.76,,,
1439,2025-08-25 01:37,2025-08-26 00:25,Solved,Northwind,User 450,North America,Tier 0,High,Sev 0,Agent Brown,New York,Integrations,0.95,4.0,,2025-08-29
1440,2025-08-25 03:05,2025-08-27 14:07,Solved,IronGate,User 535,EMEA,Tier 2,High,Sev 4,Agent Brown,New York,AI Automation,2.46,5.0,,2025-09-09
1441,2025-08-25 03:50,2025-08-26 15:50,Solved,IronGate,User 271,EMEA,Tier 3,Low,Sev 4,Agent Khan,San Francisco,Compliance,1.5,,,
1442,2025-08-25 06:06,2025-08-25 23:51,Solved,BluePeak,User 611,North America,Tier 1,Low,Sev 0,Agent Davis,San Francisco,Reporting,0.74,5.0,,2025-09-04
1443,2025-08-25 08:00,2025-08-27 16:24,Solved,Acme Corp,User 623,EMEA,Tier 1,High,Sev 4,Agent Khan,Berlin,AI Automation,2.35,,,
1444,2025-08-25 09:40,2025-08-29 20:56,Solved,Vertex Labs,User 546,EMEA,Tier 3,Low,Sev 0,Agent Chen,New York,Compliance,4.47,,,
1445,2025-08-25 09:41,2025-08-26 12:05,Solved,BluePeak,User 307,APAC,Tier 3,High,Sev 2,Agent Khan,San Francisco,Reporting,1.1,,,
1446,2025-08-25 13:13,2025-08-28 15:51,Solved,Vertex Labs,User 796,EMEA,Tier 0,Medium,Sev 1,Agent Smith,San Francisco,Reporting,3.11,4.0,"Agent Smith was very helpful, thanks.",2025-08-30
1447,2025-08-25 14:15,2025-08-29 07:17,Solved,BluePeak,User 485,EMEA,Tier 2,Medium,Sev 1,Agent Smith,Sydney,Authentication,3.71,4.0,,2025-09-07
1448,2025-08-25 14:29,2025-08-28 22:24,Solved,Nimbus Systems,User 5,APAC,Tier 0,Low,Sev 3,Agent Khan,Sydney,Compliance,3.33,,,
1449,2025-08-25 15:08,2025-08-28 04:34,Solved,SummitWorks,User 189,EMEA,Tier 3,Medium,Sev 1,Agent Patel,New York,Compliance,2.56,,,
1450,2025-08-25 15:20,2025-08-26 22:03,Solved,BluePeak,User 564,APAC,Tier 3,Medium,Sev 1,Agent Lee,Berlin,AI Automation,1.28,,,
1451,2025-08-25 19:15,2025-08-27 11:19,Solved,Nimbus Systems,User 785,APAC,Tier 1,Low,Sev 2,Agent Davis,Berlin,Reporting,1.67,5.0,,2025-08-31
1452,2025-08-25 23:39,2025-08-27 06:22,Solved,Acme Corp,User 542,North America,Tier 1,Medium,Sev 1,Agent Smith,San Francisco,Compliance,1.28,,,
1453,2025-08-26 00:48,2025-08-26 20:28,Solved,BluePeak,User 698,EMEA,Tier 2,Low,Sev 2,Agent Brown,London,Integrations,0.82,4.0,,2025-09-05
1454,2025-08-26 04:08,2025-08-28 07:00,Solved,Vertex Labs,User 864,APAC,Tier 2,Low,Sev 4,Agent Gomez,New York,Compliance,2.12,,,
1455,2025-08-26 08:14,2025-08-28 19:30,Solved,Acme Corp,User 152,EMEA,Tier 2,Medium,Sev 1,Agent Patel,Sydney,Billing,2.47,,,
1456,2025-08-26 08:37,2025-08-27 01:10,Open,Nimbus Systems,User 705,APAC,Tier 1,Medium,Sev 0,Agent Gomez,New York,AI Automation,0.69,,,
1457,2025-08-26 10:34,2025-08-29 22:34,Solved,Nimbus Systems,User 118,APAC,Tier 3,Medium,Sev 4,Agent Lee,Berlin,Compliance,3.5,5.0,,2025-09-10
1458,2025-08-26 12:22,2025-08-29 12:07,Solved,BrightTech,User 436,North America,Tier 2,Medium,Sev 1,Agent Lee,London,Authentication,2.99,,,
1459,2025-08-26 13:30,2025-08-31 06:18,Solved,BrightTech,User 716,APAC,Tier 3,Medium,Sev 0,Agent Smith,New York,AI Automation,4.7,4.0,,2025-09-13
1460,2025-08-26 18:28,2025-08-27 07:11,Solved,Nimbus Systems,User 764,APAC,Tier 0,High,Sev 3,Agent Brown,San Francisco,Authentication,0.53,,,
1461,2025-08-26 21:20,2025-08-29 01:53,Solved,Northwind,User 337,EMEA,Tier 3,Low,Sev 2,Agent Lee,London,Billing,2.19,5.0,,2025-08-30
1462,2025-08-27 07:54,2025-08-29 15:49,Solved,Nimbus Systems,User 734,APAC,Tier 2,Low,Sev 3,Agent Lee,San Francisco,Reporting,2.33,,,
1463,2025-08-27 16:41,2025-08-29 10:41,Solved,SummitWorks,User 498,APAC,Tier 3,Medium,Sev 2,Agent Patel,London,Compliance,1.75,,,
1464,2025-08-27 18:38,2025-08-28 07:06,Solved,SummitWorks,User 68,APAC,Tier 3,High,Sev 0,Agent Brown,London,AI Automation,0.52,,,
1465,2025-08-28 00:15,2025-08-30 05:31,Solved,IronGate,User 416,EMEA,Tier 3,Low,Sev 1,Agent Patel,Berlin,Compliance,2.22,,,
1466,2025-08-28 04:10,2025-09-01 12:48,Solved,Nimbus Systems,User 296,APAC,Tier 1,High,Sev 1,Agent Gomez,San Francisco,Authentication,4.36,5.0,,2025-09-06
1467,2025-08-28 07:05,2025-08-30 09:57,Solved,BluePeak,User 606,EMEA,Tier 3,Medium,Sev 0,Agent Brown,New York,Compliance,2.12,,,
1468,2025-08-28 08:33,2025-08-30 16:42,Solved,IronGate,User 116,EMEA,Tier 1,High,Sev 4,Agent Lee,San Francisco,Authentication,2.34,,,
1469,2025-08-28 15:10,2025-08-29 19:14,Solved,Northwind,User 639,APAC,Tier 2,High,Sev 2,Agent Khan,Sydney,Authentication,1.17,,,
1470,2025-08-28 16:07,2025-08-28 18:59,Solved,BrightTech,User 342,EMEA,Tier 0,High,Sev 4,Agent Chen,San Francisco,Authentication,0.12,,,
1471,2025-08-28 18:49,2025-09-02 14:44,Solved,BluePeak,User 276,APAC,Tier 3,Low,Sev 0,Agent Smith,Berlin,Compliance,4.83,,,
1472,2025-08-28 19:58,2025-09-02 03:38,Solved,SummitWorks,User 465,North America,Tier 3,Low,Sev 1,Agent Smith,Sydney,Billing,4.32,4.0,,2025-09-16
1473,2025-08-28 21:59,2025-09-01 22:56,Solved,BluePeak,User 630,North America,Tier 0,Medium,Sev 1,Agent Smith,New York,Integrations,4.04,,,
1474,2025-08-28 22:11,2025-09-01 20:15,Solved,Northwind,User 321,APAC,Tier 0,High,Sev 3,Agent Chen,New York,Compliance,3.92,,,
1475,2025-08-29 01:31,2025-09-01 14:57,Solved,Nimbus Systems,User 195,APAC,Tier 1,Low,Sev 2,Agent Davis,Berlin,Billing,3.56,,,
1476,2025-08-29 10:47,2025-09-03 02:51,Solved,SummitWorks,User 910,North America,Tier 0,Medium,Sev 2,Agent Khan,Sydney,Integrations,4.67,,,
1477,2025-08-29 13:28,2025-08-29 21:23,Solved,BluePeak,User 979,APAC,Tier 2,Low,Sev 4,Agent Lee,Berlin,Reporting,0.33,,,
1478,2025-08-29 15:05,2025-08-29 18:12,Solved,Nimbus Systems,User 709,North America,Tier 1,High,Sev 2,Agent Khan,Berlin,Compliance,0.13,3.0,,2025-09-03
1479,2025-08-29 17:26,2025-08-31 02:04,Hold,BluePeak,User 705,EMEA,Tier 3,Medium,Sev 0,Agent Patel,Berlin,Reporting,1.36,5.0,"Agent Lee was very helpful, thanks.",2025-09-09
1480,2025-08-29 18:46,2025-09-03 01:58,Open,Northwind,User 776,APAC,Tier 1,Medium,Sev 1,Agent Patel,Sydney,Authentication,4.3,4.0,"Agent Davis was very helpful, thanks.",2025-09-12
1481,2025-08-29 22:57,2025-08-31 01:06,Solved,Northwind,User 736,APAC,Tier 0,High,Sev 0,Agent Khan,London,Integrations,1.09,,,
1482,2025-08-30 02:02,2025-09-02 18:50,Hold,Acme Corp,User 249,APAC,Tier 1,High,Sev 1,Agent Smith,London,Integrations,3.7,,,
1483,2025-08-30 10:09,2025-08-30 13:01,Solved,SummitWorks,User 663,APAC,Tier 2,Medium,Sev 2,Agent Patel,Sydney,Reporting,0.12,,,
1484,2025-08-30 10:22,2025-09-03 20:12,Solved,BrightTech,User 891,North America,Tier 0,Low,Sev 3,Agent Smith,London,Authentication,4.41,,,
1485,2025-08-30 11:24,2025-09-01 21:00,Solved,SummitWorks,User 106,APAC,Tier 2,Low,Sev 2,Agent Patel,Berlin,Reporting,2.4,,,
1486,2025-08-30 11:45,2025-08-31 13:40,Solved,IronGate,User 651,North America,Tier 0,High,Sev 2,Agent Khan,Sydney,AI Automation,1.08,,,
1487,2025-08-30 14:21,2025-09-03 01:52,Solved,Northwind,User 695,APAC,Tier 0,Medium,Sev 0,Agent Brown,Sydney,Compliance,3.48,,,
1488,2025-08-30 22:41,2025-09-01 05:53,Solved,SummitWorks,User 596,EMEA,Tier 3,Medium,Sev 3,Agent Lee,London,Authentication,1.3,4.0,,2025-09-03
1489,2025-08-31 00:02,2025-09-01 18:16,Solved,IronGate,User 122,North America,Tier 3,Low,Sev 4,Agent Patel,Sydney,Compliance,1.76,,,
1490,2025-08-31 02:19,2025-09-01 05:26,Solved,BluePeak,User 423,APAC,Tier 1,High,Sev 1,Agent Gomez,Sydney,Billing,1.13,,,
1491,2025-08-31 05:39,2025-09-03 17:24,Solved,BrightTech,User 643,EMEA,Tier 2,Medium,Sev 0,Agent Gomez,New York,Integrations,3.49,,,
1492,2025-08-31 12:01,2025-09-01 17:17,Solved,Acme Corp,User 604,APAC,Tier 1,High,Sev 2,Agent Smith,Berlin,Reporting,1.22,,,
1493,2025-08-31 13:52,2025-09-02 11:42,Solved,Vertex Labs,User 542,North America,Tier 0,Medium,Sev 0,Agent Gomez,Sydney,Integrations,1.91,,,
1494,2025-08-31 22:52,2025-09-04 20:56,Solved,IronGate,User 57,APAC,Tier 0,Medium,Sev 4,Agent Davis,San Francisco,AI Automation,3.92,4.0,,2025-09-10
1495,2025-09-01 00:43,2025-09-01 23:31,Solved,Nimbus Systems,User 781,EMEA,Tier 0,Low,Sev 0,Agent Smith,Berlin,Reporting,0.95,,,
1496,2025-09-01 00:55,2025-09-03 14:07,Solved,IronGate,User 963,EMEA,Tier 2,Medium,Sev 3,Agent Chen,Sydney,Integrations,2.55,,,
1497,2025-09-01 03:04,2025-09-05 00:25,Solved,Vertex Labs,User 751,EMEA,Tier 1,High,Sev 2,Agent Patel,New York,Compliance,3.89,,,
1498,2025-09-01 03:40,2025-09-05 09:40,Solved,Nimbus Systems,User 755,APAC,Tier 2,High,Sev 3,Agent Brown,Berlin,Authentication,4.25,,,
1499,2025-09-01 08:43,2025-09-05 23:21,Solved,Vertex Labs,User 828,APAC,Tier 1,High,Sev 3,Agent Davis,San Francisco,Billing,4.61,,,
1500,2025-09-01 09:57,2025-09-03 00:21,Solved,Nimbus Systems,User 665,EMEA,Tier 3,Medium,Sev 2,Agent Davis,Sydney,AI Automation,1.6,,,
1501,2025-09-01 13:41,2025-09-04 23:17,Solved,SummitWorks,User 443,EMEA,Tier 2,High,Sev 4,Agent Khan,Berlin,Billing,3.4,,,
1502,2025-09-01 14:55,2025-09-05 03:23,Solved,Northwind,User 27,APAC,Tier 0,Low,Sev 2,Agent Gomez,London,AI Automation,3.52,,,
1503,2025-09-01 17:07,2025-09-02 12:19,Solved,SummitWorks,User 45,North America,Tier 1,High,Sev 2,Agent Patel,New York,Billing,0.8,,,
1504,2025-09-01 17:54,2025-09-04 02:32,Solved,Northwind,User 616,EMEA,Tier 1,Low,Sev 0,Agent Davis,London,Authentication,2.36,5.0,,2025-09-12
1505,2025-09-01 18:40,2025-09-05 18:40,Solved,BrightTech,User 660,APAC,Tier 0,High,Sev 4,Agent Smith,Sydney,Authentication,4.0,,,
1506,2025-09-01 18:50,2025-09-03 18:06,Solved,Vertex Labs,User 166,North America,Tier 3,High,Sev 0,Agent Gomez,New York,Reporting,1.97,,,
1507,2025-09-01 19:15,2025-09-02 06:46,Solved,BrightTech,User 372,EMEA,Tier 2,High,Sev 1,Agent Chen,San Francisco,Integrations,0.48,3.0,,2025-09-04
1508,2025-09-01 21:15,2025-09-02 05:39,Solved,Acme Corp,User 445,EMEA,Tier 2,Medium,Sev 3,Agent Lee,Berlin,Compliance,0.35,,,
1509,2025-09-02 01:11,2025-09-04 21:06,Solved,Northwind,User 504,EMEA,Tier 1,Medium,Sev 3,Agent Khan,San Francisco,Authentication,2.83,,,
1510,2025-09-02 03:32,2025-09-05 10:29,Solved,IronGate,User 251,North America,Tier 0,High,Sev 3,Agent Khan,London,Reporting,3.29,,,
1511,2025-09-02 07:56,2025-09-06 16:48,Solved,Vertex Labs,User 683,North America,Tier 1,Medium,Sev 3,Agent Lee,London,Integrations,4.37,,,
1512,2025-09-02 09:56,2025-09-03 21:41,Solved,Acme Corp,User 126,APAC,Tier 2,High,Sev 0,Agent Brown,Berlin,Authentication,1.49,,,
1513,2025-09-02 14:32,2025-09-05 17:53,Solved,IronGate,User 377,EMEA,Tier 2,Medium,Sev 3,Agent Smith,New York,AI Automation,3.14,,,
1514,2025-09-02 15:55,2025-09-07 08:14,Solved,Acme Corp,User 881,APAC,Tier 2,Medium,Sev 2,Agent Lee,San Francisco,Integrations,4.68,,,
1515,2025-09-02 18:11,2025-09-04 03:18,Solved,Nimbus Systems,User 136,North America,Tier 2,Low,Sev 4,Agent Brown,New York,Billing,1.38,,,
1516,2025-09-02 18:58,2025-09-07 05:17,Solved,Nimbus Systems,User 948,North America,Tier 0,Low,Sev 4,Agent Davis,London,Reporting,4.43,,,
1517,2025-09-02 20:45,2025-09-06 21:13,Solved,IronGate,User 412,APAC,Tier 2,Low,Sev 2,Agent Davis,San Francisco,Billing,4.02,,,
1518,2025-09-03 01:08,2025-09-04 23:41,Solved,BluePeak,User 658,North America,Tier 1,Low,Sev 4,Agent Khan,London,Compliance,1.94,,,
1519,2025-09-03 01:34,2025-09-04 19:19,Solved,Northwind,User 533,APAC,Tier 2,High,Sev 0,Agent Chen,Sydney,Billing,1.74,,,
1520,2025-09-03 02:46,2025-09-04 09:29,Solved,Acme Corp,User 986,EMEA,Tier 1,Medium,Sev 3,Agent Lee,Berlin,Integrations,1.28,5.0,"Agent Chen was very helpful, thanks.",2025-09-13
1521,2025-09-03 03:05,2025-09-04 21:33,Solved,BrightTech,User 587,EMEA,Tier 1,Medium,Sev 3,Agent Smith,London,Integrations,1.77,,,
1522,2025-09-03 03:05,2025-09-06 09:48,Solved,Nimbus Systems,User 768,APAC,Tier 0,Low,Sev 3,Agent Smith,London,AI Automation,3.28,,,
1523,2025-09-03 10:08,2025-09-04 09:53,Solved,IronGate,User 493,APAC,Tier 3,Low,Sev 2,Agent Patel,New York,AI Automation,0.99,,,
1524,2025-09-03 20:21,2025-09-05 19:09,Solved,IronGate,User 670,APAC,Tier 3,High,Sev 1,Agent Chen,San Francisco,Billing,1.95,,,
1525,2025-09-03 20:46,2025-09-05 06:50,Solved,SummitWorks,User 578,APAC,Tier 1,Medium,Sev 1,Agent Davis,Berlin,AI Automation,1.42,,,
1526,2025-09-04 00:41,2025-09-05 19:53,Solved,BrightTech,User 970,APAC,Tier 2,Low,Sev 1,Agent Brown,Sydney,Billing,1.8,,,
1527,2025-09-04 02:07,2025-09-06 14:07,Solved,Acme Corp,User 601,APAC,Tier 3,Medium,Sev 0,Agent Patel,Berlin,AI Automation,2.5,,,
1528,2025-09-04 02:23,2025-09-07 03:49,Solved,Vertex Labs,User 167,APAC,Tier 0,High,Sev 1,Agent Smith,London,Compliance,3.06,,,
1529,2025-09-04 03:16,2025-09-06 15:16,Solved,Acme Corp,User 102,APAC,Tier 0,High,Sev 3,Agent Smith,New York,AI Automation,2.5,,,
1530,2025-09-04 05:14,2025-09-04 12:54,Solved,Northwind,User 965,EMEA,Tier 1,Medium,Sev 0,Agent Gomez,New York,Authentication,0.32,,,
1531,2025-09-04 07:06,2025-09-09 02:03,Solved,SummitWorks,User 122,EMEA,Tier 0,High,Sev 4,Agent Patel,New York,AI Automation,4.79,,,
1532,2025-09-04 08:23,2025-09-05 19:39,Solved,SummitWorks,User 917,North America,Tier 1,High,Sev 0,Agent Smith,London,Compliance,1.47,,,
1533,2025-09-04 10:01,2025-09-05 21:46,Solved,SummitWorks,User 605,North America,Tier 2,High,Sev 0,Agent Lee,Berlin,Reporting,1.49,,,
1534,2025-09-04 10:02,2025-09-09 07:23,Solved,Vertex Labs,User 766,EMEA,Tier 3,Medium,Sev 2,Agent Chen,Sydney,Billing,4.89,,,
1535,2025-09-04 11:32,2025-09-05 13:27,Solved,Vertex Labs,User 577,APAC,Tier 3,High,Sev 3,Agent Davis,Sydney,Compliance,1.08,,,
1536,2025-09-04 11:52,2025-09-06 10:25,Solved,Acme Corp,User 128,EMEA,Tier 2,High,Sev 3,Agent Smith,New York,Reporting,1.94,,,
1537,2025-09-04 12:18,2025-09-06 20:27,Solved,Nimbus Systems,User 232,APAC,Tier 3,Medium,Sev 3,Agent Gomez,San Francisco,AI Automation,2.34,,,
1538,2025-09-04 15:42,2025-09-07 09:42,Solved,BrightTech,User 109,EMEA,Tier 0,High,Sev 2,Agent Brown,London,Compliance,2.75,,,
1539,2025-09-04 19:48,2025-09-06 22:26,Solved,Acme Corp,User 465,EMEA,Tier 3,Medium,Sev 4,Agent Lee,London,Reporting,2.11,,,
1540,2025-09-04 22:51,2025-09-05 16:07,Solved,Vertex Labs,User 858,APAC,Tier 1,Medium,Sev 1,Agent Lee,San Francisco,Integrations,0.72,5.0,,2025-09-18
1541,2025-09-05 00:12,2025-09-05 15:48,Solved,Northwind,User 666,North America,Tier 3,Low,Sev 4,Agent Gomez,San Francisco,Billing,0.65,5.0,,2025-09-09
1542,2025-09-05 00:45,2025-09-09 01:57,Solved,SummitWorks,User 412,North America,Tier 3,High,Sev 3,Agent Smith,New York,Authentication,4.05,,,
1543,2025-09-05 00:58,2025-09-06 05:46,Solved,SummitWorks,User 672,EMEA,Tier 1,Low,Sev 3,Agent Lee,Berlin,Compliance,1.2,,,
1544,2025-09-05 10:44,2025-09-07 11:56,Solved,IronGate,User 754,APAC,Tier 2,High,Sev 0,Agent Smith,San Francisco,Billing,2.05,,,
1545,2025-09-05 15:05,2025-09-08 03:48,Solved,Northwind,User 194,APAC,Tier 3,Low,Sev 1,Agent Chen,San Francisco,Billing,2.53,,,
1546,2025-09-05 23:04,2025-09-06 16:20,Solved,Vertex Labs,User 197,APAC,Tier 0,Low,Sev 4,Agent Chen,Sydney,AI Automation,0.72,,,
1547,2025-09-06 05:52,2025-09-08 06:35,Solved,BrightTech,User 437,North America,Tier 3,Low,Sev 3,Agent Lee,Sydney,Compliance,2.03,,,
1548,2025-09-06 06:54,2025-09-09 06:54,Solved,Northwind,User 411,North America,Tier 2,High,Sev 1,Agent Brown,San Francisco,Authentication,3.0,,,
1549,2025-09-06 13:42,2025-09-06 16:06,Solved,Vertex Labs,User 675,APAC,Tier 3,High,Sev 4,Agent Khan,London,Authentication,0.1,,,
1550,2025-09-06 13:50,2025-09-07 09:30,Solved,Nimbus Systems,User 930,North America,Tier 2,Low,Sev 3,Agent Lee,San Francisco,AI Automation,0.82,,,
1551,2025-09-06 16:24,2025-09-10 11:07,Solved,Nimbus Systems,User 532,EMEA,Tier 1,Medium,Sev 2,Agent Khan,Berlin,AI Automation,3.78,,,
1552,2025-09-07 00:47,2025-09-10 05:20,Solved,Acme Corp,User 958,EMEA,Tier 3,High,Sev 2,Agent Smith,Sydney,AI Automation,3.19,,,
1553,2025-09-07 01:40,2025-09-12 00:42,Solved,Northwind,User 607,APAC,Tier 1,High,Sev 4,Agent Lee,Berlin,Reporting,4.96,,,
1554,2025-09-07 02:55,2025-09-07 11:19,Solved,BluePeak,User 228,EMEA,Tier 3,Medium,Sev 0,Agent Brown,San Francisco,Billing,0.35,,,
1555,2025-09-07 05:00,2025-09-08 02:07,Solved,Nimbus Systems,User 516,APAC,Tier 2,Medium,Sev 1,Agent Chen,London,Authentication,0.88,,,
1556,2025-09-07 05:21,2025-09-08 20:13,Solved,Nimbus Systems,User 443,North America,Tier 2,Medium,Sev 1,Agent Lee,Berlin,Compliance,1.62,,,
1557,2025-09-07 06:40,2025-09-11 19:52,Solved,Nimbus Systems,User 712,APAC,Tier 3,Low,Sev 2,Agent Davis,Sydney,Billing,4.55,,,
1558,2025-09-07 06:55,2025-09-11 09:04,Solved,IronGate,User 134,EMEA,Tier 1,Low,Sev 1,Agent Chen,New York,AI Automation,4.09,,,
1559,2025-09-07 07:49,2025-09-09 15:44,Solved,Nimbus Systems,User 974,North America,Tier 2,Medium,Sev 3,Agent Brown,San Francisco,Billing,2.33,,,
1560,2025-09-07 09:11,2025-09-11 13:44,Solved,BluePeak,User 598,North America,Tier 1,Medium,Sev 0,Agent Gomez,Berlin,Reporting,4.19,,,
1561,2025-09-07 09:44,2025-09-11 04:12,Solved,BluePeak,User 161,APAC,Tier 3,High,Sev 3,Agent Khan,London,Compliance,3.77,,,
1562,2025-09-07 14:04,2025-09-09 11:54,Solved,IronGate,User 893,EMEA,Tier 3,Low,Sev 3,Agent Khan,Berlin,Reporting,1.91,,,
1563,2025-09-07 15:32,2025-09-12 03:17,Solved,BluePeak,User 850,APAC,Tier 3,High,Sev 4,Agent Davis,Berlin,Authentication,4.49,5.0,"Agent Smith was very helpful, thanks.",2025-09-17
1564,2025-09-07 15:40,2025-09-11 21:40,Solved,BluePeak,User 295,EMEA,Tier 0,Medium,Sev 4,Agent Brown,New York,Authentication,4.25,,,
1565,2025-09-07 17:03,2025-09-12 17:03,Solved,Northwind,User 179,APAC,Tier 0,High,Sev 2,Agent Brown,San Francisco,Authentication,5.0,,,
1566,2025-09-07 23:12,2025-09-11 16:00,Solved,Northwind,User 386,EMEA,Tier 1,High,Sev 0,Agent Davis,Berlin,Compliance,3.7,5.0,,2025-09-22
1567,2025-09-08 00:01,2025-09-12 14:53,Solved,BrightTech,User 998,EMEA,Tier 1,Medium,Sev 1,Agent Smith,Berlin,Authentication,4.62,,,
1568,2025-09-08 00:17,2025-09-10 19:43,Solved,Northwind,User 312,APAC,Tier 3,Medium,Sev 0,Agent Gomez,New York,Billing,2.81,,,
1569,2025-09-08 03:35,2025-09-09 08:23,Solved,SummitWorks,User 788,North America,Tier 2,High,Sev 4,Agent Lee,San Francisco,AI Automation,1.2,,,
1570,2025-09-08 08:41,2025-09-08 19:57,Solved,BrightTech,User 805,EMEA,Tier 1,High,Sev 0,Agent Lee,London,Integrations,0.47,,,
1571,2025-09-08 13:07,2025-09-12 09:02,Solved,Northwind,User 508,EMEA,Tier 2,Low,Sev 0,Agent Lee,London,AI Automation,3.83,,,
1572,2025-09-08 15:32,2025-09-12 10:29,Solved,Acme Corp,User 326,EMEA,Tier 3,High,Sev 3,Agent Smith,Berlin,Reporting,3.79,,,
1573,2025-09-08 15:47,2025-09-12 12:25,Solved,IronGate,User 211,EMEA,Tier 1,High,Sev 2,Agent Smith,San Francisco,Billing,3.86,,,
1574,2025-09-08 16:37,2025-09-12 15:25,Solved,Nimbus Systems,User 349,North America,Tier 2,High,Sev 3,Agent Brown,New York,AI Automation,3.95,,,
1575,2025-09-08 18:58,2025-09-12 06:00,Solved,Nimbus Systems,User 135,EMEA,Tier 3,Medium,Sev 2,Agent Khan,New York,Authentication,3.46,,,
1576,2025-09-09 05:45,2025-09-11 15:06,Solved,Nimbus Systems,User 469,EMEA,Tier 0,Low,Sev 1,Agent Lee,London,Integrations,2.39,5.0,,2025-09-19
1577,2025-09-09 08:42,2025-09-12 03:54,Solved,Nimbus Systems,User 802,North America,Tier 0,High,Sev 2,Agent Chen,San Francisco,AI Automation,2.8,,,
1578,2025-09-09 10:41,2025-09-13 09:43,Solved,Acme Corp,User 235,APAC,Tier 2,Medium,Sev 1,Agent Gomez,Sydney,Integrations,3.96,5.0,,2025-09-27
1579,2025-09-09 16:04,2025-09-11 11:44,Solved,SummitWorks,User 465,APAC,Tier 0,High,Sev 1,Agent Khan,New York,Integrations,1.82,,,
1580,2025-09-09 18:25,2025-09-12 23:56,Solved,BluePeak,User 225,North America,Tier 3,High,Sev 3,Agent Gomez,London,AI Automation,3.23,,,
1581,2025-09-09 20:26,2025-09-14 07:28,Solved,Acme Corp,User 166,EMEA,Tier 1,Medium,Sev 2,Agent Khan,New York,Authentication,4.46,5.0,,2025-09-22
1582,2025-09-09 20:40,2025-09-12 22:06,Solved,SummitWorks,User 276,North America,Tier 3,High,Sev 3,Agent Gomez,Berlin,Billing,3.06,,,
1583,2025-09-09 22:28,2025-09-11 09:01,Solved,BluePeak,User 471,APAC,Tier 2,High,Sev 1,Agent Smith,Sydney,AI Automation,1.44,,,
1584,2025-09-10 01:08,2025-09-12 01:51,Solved,Northwind,User 683,North America,Tier 3,Low,Sev 2,Agent Lee,Berlin,AI Automation,2.03,,,
1585,2025-09-10 11:50,2025-09-15 11:21,Solved,Acme Corp,User 484,APAC,Tier 1,Medium,Sev 1,Agent Gomez,New York,AI Automation,4.98,,,
1586,2025-09-10 14:03,2025-09-13 14:46,Solved,BluePeak,User 94,North America,Tier 3,High,Sev 0,Agent Davis,New York,Reporting,3.03,4.0,"Agent Gomez was very helpful, thanks.",2025-09-19
1587,2025-09-10 15:17,2025-09-15 04:29,Solved,BrightTech,User 100,APAC,Tier 0,Low,Sev 4,Agent Patel,London,Billing,4.55,4.0,,2025-09-21
1588,2025-09-10 18:28,2025-09-15 06:42,Solved,Northwind,User 781,North America,Tier 3,Medium,Sev 3,Agent Patel,London,Integrations,4.51,,,
1589,2025-09-11 01:40,2025-09-15 04:04,Solved,Vertex Labs,User 181,EMEA,Tier 0,Low,Sev 4,Agent Lee,Berlin,Reporting,4.1,,,
1590,2025-09-11 01:52,2025-09-12 19:23,Solved,Nimbus Systems,User 783,North America,Tier 3,Low,Sev 0,Agent Lee,San Francisco,Integrations,1.73,,,
1591,2025-09-11 09:22,2025-09-12 00:29,Solved,IronGate,User 364,North America,Tier 0,Medium,Sev 3,Agent Gomez,San Francisco,Authentication,0.63,,,
1592,2025-09-11 11:43,2025-09-15 22:45,Solved,SummitWorks,User 682,EMEA,Tier 3,Low,Sev 0,Agent Davis,London,Integrations,4.46,,,
1593,2025-09-11 13:43,2025-09-13 23:47,Solved,BrightTech,User 541,APAC,Tier 2,Medium,Sev 1,Agent Brown,San Francisco,Compliance,2.42,,,
1594,2025-09-11 18:55,2025-09-15 19:52,Solved,Nimbus Systems,User 671,North America,Tier 1,Medium,Sev 3,Agent Chen,New York,Compliance,4.04,,,
1595,2025-09-11 20:26,2025-09-15 19:42,Solved,Nimbus Systems,User 483,APAC,Tier 3,Medium,Sev 3,Agent Lee,New York,Reporting,3.97,,,
1596,2025-09-11 23:25,2025-09-16 06:22,Open,Northwind,User 335,APAC,Tier 3,Medium,Sev 3,Agent Lee,San Francisco,Authentication,4.29,,,
